Name,Program Identifier,Inspection Date,Description,Address,City,zipcode,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
DADDY G'S  EDEN,DADDY G'S  EDEN,2018-07-10,Seating 151-250 - Risk Category III,1950 1ST AVE S,SEATTLE,98134,(206) 478-9500,-122.33395564,47.58450416,DADDY G'S  EDEN,Consultation/Education - Field,0.0,Complete,False,,,0,PR0086787,DAP9OTJIH,,2.0
VACILANDO,VACILANDO,2018-07-12,Seating 51-150 - Risk Category III,405 15TH AVE E,SEATTLE,98112,(206) 327-0194,-122.31285551,47.62216185,VACILANDO,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0085662,DARTWWMV7,IV3XEP0JC,1.0
PLUM BISTRO,PLUM BISTRO,2018-07-21,Seating 13-50 - Risk Category III,1429 12TH AVE #B,SEATTLE,98122,(206) 322-2490,-122.3171061284,47.613813555200004,PLUM BISTRO,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0076208,DA5FHV6MV,IVOZWA030,2.0
SEATTLE FUDGE,SEATTLE FUDGE,2018-08-06,Seating 0-12 - Risk Category II,305 HARRISON ST #225,Seattle,98109,,-122.35149164879999,47.623859538000005,SEATTLE FUDGE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0008694,DACCAJ79H,,1.0
STARBUCKS COFFEE #3204,STARBUCKS COFFEE #3204,2018-08-06,Seating 0-12 - Risk Category II,305 HARRISON ST ,Seattle,98109,,-122.35149164879999,47.623859538000005,STARBUCKS COFFEE #3204,Consultation/Education - Field,0.0,Complete,False,,,0,PR0044831,DAO2BNW3O,,1.0
MONKEY LOFT LOUNGE,MONKEY LOFT LOUNGE,2018-08-08,Seating 0-12 - Risk Category I,2915 1ST AVE S,SEATTLE,98134,(206) 769-5228,-122.33463622,47.577194299999995,MONKEY LOFT LOUNGE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083404,DASSWL3PJ,,1.0
CUOCO,CUOCO,2018-08-08,Seating 151-250 - Risk Category III,310 TERRY AVE N,SEATTLE,98109,(206) 448-2001,-122.33678068,47.62150569,CUOCO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0081275,DAJHVPLCG,,2.0
BLUESTONE BISTRO,BLUESTONE BISTRO,2018-08-09,Seating 13-50 - Risk Category III,1631 E OLIVE WAY ,SEATTLE,98102,(425) 679-1777,-122.3242754647,47.6194145645,BLUESTONE BISTRO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0019472,DA40XRYBE,,1.0
CENTURY LINK FIELD,AMERICAN GRILL 2 E07 (126),2018-08-18,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067578,DATKBZH0C,,1.0
COPPER SPOON,COPPER SPOON,2018-08-23,Seating 0-12 - Risk Category II,925 SENECA ST ,Seattle,98101,(206) 223-7532,-122.328248751,47.609817293999996,COPPER SPOON,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0031658,DA3NZEQDR,,1.0
HIGHSTRIKE GRILL,HIGHSTRIKE GRILL,2018-09-07,Seating 51-150 - Risk Category III,4505 39TH AVE SW ,Seattle,98126,(206) 932-3731,-122.3819558545,47.5626338264,HIGHSTRIKE GRILL,Routine Inspection/Field Review,10.0,Unsatisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0003860,DAPLLRH0U,IVTDRXCDU,1.0
STARBUCKS COFFEE #301,STARBUCKS COFFEE #301,2018-09-11,Seating 0-12 - Risk Category II,1912 PIKE PL ,Seattle,98101,,-122.3425436941,47.6101453923,STARBUCKS COFFEE #301,Consultation/Education - Field,0.0,Complete,False,,,0,PR0003809,DAPQ7NNGK,,1.0
TWO DOORS DOWN,TWO DOORS DOWN,2018-09-11,Seating 13-50 - Risk Category III,2332 E MADISON ST,SEATTLE,98112,(206) 353-3853,-122.30148853,47.62006045,TWO DOORS DOWN,Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,"3800 - Utensils, equipment, linens properly stored,...",3,PR0084886,DAJPJGCA3,IVHOOEHXO,1.0
TRIUMPH BAR,TRIUMPH BAR,2018-09-12,Seating 51-150 - Risk Category III,114 REPUBLICAN ST,SEATTLE,98109,(206) 251-3673,-122.35475547,47.62343273,TRIUMPH BAR,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083368,DAEQDWJYV,,2.0
THE LUMBER YARD BAR,THE LUMBER YARD BAR,2018-09-14,Seating 13-50 - Risk Category III,9619 16TH AVE SW,SEATTLE,98106,(206) 695-2007,-122.35534676,47.51671527,THE LUMBER YARD BAR,Routine Inspection/Field Review,13.0,Satisfactory,False,BLUE,"3800 - Utensils, equipment, linens properly stored,...",3,PR0087250,DA8ZU2VJU,IV2R90JVI,1.0
ROMIO'S PIZZA & PASTA,ROMIO'S PIZZA & PASTA,2018-09-19,Seating 51-150 - Risk Category III,2801 WESTERN AVE #A,SEATTLE,98121,,-122.35330629559999,47.615632454700005,ROMIO'S PIZZA & PASTA,Routine Inspection/Field Review,43.0,Unsatisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0069867,DAMZ0ZUQ5,IVAQ1KSAB,2.0
SHINGLE TOWN PUB & EATERY,SHINGLE TOWN PUB & EATERY,2018-09-19,Seating 51-150 - Risk Category III,2014 & 2016 NW MARKET ST,SEATTLE,98107,,-122.38284583,47.66888201,SHINGLE TOWN PUB & EATERY,Consultation/Education - Field,0.0,Complete,False,,,0,PR0081832,DA0VRHLG0,,1.0
BROADMOOR GOLF CLUB,BROADMOOR GOLF CLUB-10TH,2018-09-21,Seating 0-12 - Risk Category III,2340 BROADMOOR DR E ,Seattle,98112,(206) 325-5600,-122.2913548671,47.640325735299996,BROADMOOR GOLF CLUB,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002415,DANF0CA0H,,1.0
BROADMOOR GOLF CLUB,BROADMOOR GOLF CLUB KITCHEN,2018-09-21,Seating > 250 - Risk Category III,2340 BROADMOOR DR E ,Seattle,98112,(206) 325-5600,-122.2913548671,47.640325735299996,BROADMOOR GOLF CLUB,Consultation/Education - Field,0.0,Complete,False,,,0,PR0002414,DAH5HVX0V,,1.0
CENTURY LINK FIELD,SAUSAGE EXPRESS 6G12 (344),2018-09-23,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067593,DAUR1KXXY,,1.0
CENTURY LINK FIELD,SAUSAGE CONCESSION - 2A07 (105),2018-09-23,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067585,DAXHA7YDD,,1.0
INDEPENDENT PIZZERIA,INDEPENDENT PIZZERIA,2018-09-26,Seating 13-50 - Risk Category III,4235 E Madison ST ,SEATTLE,98112,(206) 860-1569,-122.277404,47.635899,INDEPENDENT PIZZERIA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067271,DA1414ZMQ,,1.0
NEPTUNE THEATRE,NEPTUNE THEATRE,2018-09-26,Seating > 250 - Risk Category I,1303 NE 45TH ST,SEATTLE,98105,(206) 467-5510,-122.31389719,47.66097138,NEPTUNE THEATRE,Routine Inspection/Field Review,8.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0081411,DAJDHYAVV,IVQLLXWUC,2.0
DOTTIES DOUBLEWIDE,DOTTIES DOUBLEWIDE,2018-09-27,Seating 13-50 - Risk Category III,9609 1/2 16TH AVE SW,SEATTLE,98106,(206) 579-2249,-122.35534812,47.51699074,DOTTIES DOUBLEWIDE,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0086571,DASIWFJHA,IVOG8A9SU,2.0
CENTURY LINK FIELD,CLUB  RESTAURANT 4D05,2018-09-29,Seating > 250 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067606,DAUXP5JKR,,1.0
"AFC SUSHI @ QFC, #847","AFC SUSHI @ QFC, #847",2018-09-29,Seating 0-12 - Risk Category III,1401 BROADWAY,SEATTLE,98122,(310) 604-3200,-122.320953,47.613138,"AFC SUSHI @ QFC, #847",Routine Inspection/Field Review,23.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0071439,DAQXHGF63,IVYNL9K2F,1.0
CENTURY LINK FIELD,GRILL CONCESSION 4E04 (230),2018-09-29,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067609,DAYLSGAXZ,,1.0
SILVER CLOUD HOTEL,JIMMY'S ON BROADWAY @ SILVER CLOUD HOTEL,2018-09-29,Seating 51-150 - Risk Category III,1100 BROADWAY ,SEATTLE,98122,(425) 637-9800,-122.3202824773,47.611661616499994,SILVER CLOUD HOTEL,Return Inspection,0.0,Satisfactory,False,,,0,PR0069741,DAIQEMH3O,,2.0
BAR CANTINETTA,BAR CANTINETTA,2018-10-01,Seating 13-50 - Risk Category III,2811 E MADISON ST,SEATTLE,98112,(206) 568-5153,-122.2955081587,47.6236160146,BAR CANTINETTA,Consultation/Education - Field,0.0,Complete,False,,,0,PR0076121,DAG5RZXZA,,3.0
LUC RESTAURANT,LUC RESTAURANT,2018-10-01,Seating 13-50 - Risk Category III,2800 E MADISON ST ,SEATTLE,98112,(206) 325-7442,-122.2961942,47.62365497,LUC RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0079814,DAZO7HD8O,,1.0
TIGERLY OX,TIGERLY OX,2018-10-03,Seating 13-50 - Risk Category III,2207 E Madison ST,SEATTLE,98112,(206) 673-1099,-122.30358493,47.61829347,TIGERLY OX,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0081913,DANFCZQ6A,IVB5VUGM8,1.0
SIGMA KAPPA,SIGMA KAPPA,2018-10-03,Seating 13-50 - Risk Category III,4510 22ND AVE NE ,SEATTLE,98105,(206) 527-3125,-122.3042136768,47.661531957600005,SIGMA KAPPA,Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,3000 - Proper thawing methods used,3,PR0001926,DAEWJUAV3,IVA0EOHGI,1.0
CENTURY LINK FIELD,GRILL CONCESSION 4A07(204),2018-10-07,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067627,DAZQ9WUM1,,2.0
CENTURY LINK FIELD,PIZZA CONCESSION 4B15 (210),2018-10-07,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0067624,DA0XV8KCK,IVYH5LKIP,1.0
CENTURY LINK FIELD,COOKING CONCESSION 4B13 (208),2018-10-07,Seating 0-12 - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931318,47.5954381396,CENTURY LINK FIELD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067626,DAVDAWK2B,,1.0
TROPHY CUPCAKES,TROPHY CUPCAKES,2018-10-08,Seating 13-50 - Risk Category II,400 FARIVIEW AVE N STE 109,SEATTLE,98109,(206) 669-8462,-122.334075,47.62255,TROPHY CUPCAKES,Consultation/Education - Field,0.0,Complete,False,,,0,PR0085508,DA7YQYHLE,,1.0
TOUGO COFFEE,TOUGO COFFEE,2018-10-09,Seating 13-50 - Risk Category II,1410 18TH AVE,SEATTLE,98122,(206) 856-5372,-122.3086935428,47.6132622358,TOUGO COFFEE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,"2600 - Compliance with risk control plans, variances, plan of operation; valid permit; appr procedur",10,PR0076605,DAUZXXO0Y,IVKGTOURH,1.0
TOUGO COFFEE LLC,TOUGO COFFEE LLC,2018-10-10,Seating 0-12 - Risk Category II,800 CONVENTION PL STE 403,SEATTLE,98101,(206) 484-1487,-122.3316780268,47.6117737434,TOUGO COFFEE LLC,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0054867,DAIZQO8F4,IVE8SMKCV,1.0
YUMMY SPACE,YUMMY SPACE,2018-10-12,Seating 13-50 - Risk Category III,12534 Lake City WAY NE # 2,SEATTLE,98125,(206) 370-1985,-122.29421551,47.72024651,YUMMY SPACE,Routine Inspection/Field Review,36.0,Unsatisfactory,False,BLUE,3700 - In-use utensils properly stored,3,PR0086402,DA2C1100G,IV2WFJHRP,3.0
QFC INC #847,QFC #847 - DELI,2018-10-13,Seating 0-12 - Risk Category III,1401 BROADWAY,SEATTLE,98122,,-122.321055,47.613021999999994,QFC INC #847,Return Inspection,0.0,Satisfactory,False,,,0,PR0047884,DARK042NH,,3.0
TIG KITCHEN AND BAR,TIG KITCHEN AND BAR,2018-10-17,Seating 51-150 - Risk Category III,5240 UNIVERSITY WAY NE STE C,SEATTLE,98105,(206) 632-5132,-122.31268484,47.66775053,TIG KITCHEN AND BAR,Routine Inspection/Field Review,32.0,Unsatisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0084477,DAX0KNXZJ,IVTT6MLXS,2.0
SKYWAY VFW POST #9430 RES,SKYWAY VFW POST #9430 RES,2018-10-18,Seating 51-150 - Risk Category III,7421 S 126TH ST,Seattle,98178,(206) 772-9982,-122.2405876989,47.4909314256,SKYWAY VFW POST #9430 RES,Routine Inspection/Field Review,0.0,Unsatisfactory,False,,,0,PR0005810,DAJN7N3JH,,1.0
MAKEDA COFFEE,MAKEDA COFFEE,2018-10-18,Seating 0-12 - Risk Category I,153 N 78TH ST ,SEATTLE,98103,(206) 245-6037,-122.3556828583,47.685335701499994,MAKEDA COFFEE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0076422,DAX1GXDIE,IV9ZKLPAI,1.0
MARC BLACKWELL THIS LIFE LLC,MARC BLACKWELL THIS LIFE LLC,2018-10-19,Seating 0-12 - Risk Category II,420 VIRGINIA ST,SEATTLE,98101,(206) 900-3261,-122.33966929,47.61353646,MARC BLACKWELL THIS LIFE LLC,Consultation/Education - Field,0.0,Complete,False,,,0,PR0087247,DA0HFFWYD,,1.0
TWILIGHT EXIT,TWILIGHT EXIT,2018-10-19,Seating 51-150 - Risk Category III,2514 E CHERRY ST,SEATTLE,98122,(206) 240-4700,-122.29940718659999,47.608187717700005,TWILIGHT EXIT,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0067682,DAKZVGNBH,IVHD6OY0P,1.0
EPHESUS RESTAURANT,EPHESUS RESTAURANT,2018-10-19,Seating 51-150 - Risk Category III,5245 CALIFORNIA AVE SW,Seattle,98136,,-122.3872858407,47.555135355,EPHESUS RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0040849,DAWZVOTC6,,1.0
HARVEST VINE,HARVEST VINE,2018-10-22,Seating 13-50 - Risk Category III,2701 E MADISON ST,Seattle,98112,(206) 284-2803,-122.2972414091,47.6225687961,HARVEST VINE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0048809,DAWWCVE1A,,2.0
NISHINO RESTAURANT,NISHINO RESTAURANT,2018-10-22,Seating 51-150 - Risk Category III,3130 E MADISON ST ,Seattle,98112,(425) 453-2263,-122.2915262234,47.6270046379,NISHINO RESTAURANT,Consultation/Education - Field,0.0,Complete,False,,,0,PR0023283,DAHXI0OMQ,,2.0
CHARTWELLS HIGHER EDUCATION,BYTE CAFE - LEMIEUX LIBRARY MC GOLDRICK,2018-10-24,Seating 13-50 - Risk Category III,901 12TH AVE ,Seattle,98122,(253) 208-4545,-122.3171120616,47.610653491499995,CHARTWELLS HIGHER EDUCATION,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0080846,DA2SM5SD7,IVVP8OX0K,1.0
CRAWFISH HOUSE,CRAWFISH HOUSE,2018-10-25,Seating 13-50 - Risk Category III,9826 16TH AVE SW,SEATTLE,98106,(206) 683-1126,-122.35484524809999,47.51472223060001,CRAWFISH HOUSE,Return Inspection,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0063212,DAWQ711JF,IVZCONPFO,2.0
THAITAN RESTAURANT,THAITAN RESTAURANT,2018-10-25,Seating 13-50 - Risk Category III,5258 CALIFORNIA AVE SW,SEATTLE,98136,(206) 932-1945,-122.3866713676,47.554015628,THAITAN RESTAURANT,Consultation/Education - Field,0.0,Complete,False,,,0,PR0003843,DA9TNDIPB,,2.0
SCOOP DU JOUR ICE CREAMER,SCOOP DU JOUR ICE CREAMER,2018-10-26,Seating 13-50 - Risk Category III,4029 E MADISON ST,Seattle,98112,(206) 325-9562,-122.28033331540001,47.633872089700006,SCOOP DU JOUR ICE CREAMER,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0013027,DAWLYHWTF,,1.0
PLUM PANTRY,PLUM PANTRY,2018-10-29,Seating 0-12 - Risk Category III,305 HARRISON ST,SEATTLE,98109,(206) 724-4533,-122.35296056,47.62106883,PLUM PANTRY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082440,DAG006EHE,,2.0
LUIGI'S,LUIGI'S,2018-10-30,Seating 13-50 - Risk Category III,3213 W MCGRAW ST ,Seattle,98199,(206) 217-1111,-122.39906666469999,47.6393742028,LUIGI'S,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0029288,DA8JQ2GYK,IVSX2CQBW,1.0
SOUTH LAKE UNION MEAT & BREAD LLC,SOUTH LAKE UNION MEAT & BREAD LLC,2018-10-31,Seating 13-50 - Risk Category III,400 FAIRVIEW AVE N SPC 110,SEATTLE,98109,(480) 414-4789,-122.3339003,47.62251234,SOUTH LAKE UNION MEAT & BREAD LLC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085383,DAISZCIWU,,1.0
NEW CHINA EXPRESS,NEW CHINA EXPRESS,2018-11-02,Seating 0-12 - Risk Category III,2809 THORNDYKE AVE W #A,SEATTLE,98199,(206) 779-3897,-122.38312195399999,47.6452901232,NEW CHINA EXPRESS,Consultation/Education - Field,0.0,Complete,False,,,0,PR0072364,DAZFH0PGW,,2.0
OULD TRIANGLE,OULD TRIANGLE,2018-11-02,Seating 13-50 - Risk Category II,9736 GREENWOOD AVE N ,Seattle,98103,(206) 784-9001,-122.355005894,47.7007761569,OULD TRIANGLE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0011499,DAXCVVK97,IVAXRRED2,1.0
HANOK,HANOK,2018-11-02,Seating 13-50 - Risk Category III,4021 E MADISON ST ,SEATTLE,98112,(206) 407-7131,-122.2802828258,47.6338317188,HANOK,Routine Inspection/Field Review,8.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0008389,DAU0FJOKA,IV3WDW9MW,1.0
KIN DEE,KIN DEE,2018-11-02,Seating 13-50 - Risk Category III,2305 E MADISON ST,SEATTLE,98112,(619) 559-6026,-122.30231,47.61916,KIN DEE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0087595,DAIWMAKE9,IVAYP8IYF,1.0
RED COW,RED COW,2018-11-05,Seating 13-50 - Risk Category III,1423 34TH AVE #A,SEATTLE,98122,(480) 332-8146,-122.2895390632,47.613624798400004,RED COW,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0071956,DAC9B7I3P,IVNAKLXDO,1.0
AMAZING THAI CUISINE,AMAZING THAI CUISINE,2018-11-05,Seating 13-50 - Risk Category III,5210 ROOSEVELT WAY NE #B ,Seattle,98105,(206) 409-7654,-122.3170701077,47.6667911084,AMAZING THAI CUISINE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0014115,DAUEZFUAJ,,1.0
NEW LUCK TOY,NEW LUCK TOY,2018-11-05,Seating 51-150 - Risk Category III,5905 CALIFORNIA AVE SW,SEATTLE,98136,(206) 915-2629,-122.3873350972,47.550113484300006,NEW LUCK TOY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0011504,DAC5ASVLT,,1.0
HILL CITY,HILL CITY,2018-11-05,Seating 13-50 - Risk Category I,5303 RAINIER AVE S,SEATTLE,98118,(206) 491-7943,-122.28046422,47.5535399,HILL CITY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086821,DA0WA45XW,,1.0
RPM PIZZA,RPM PIZZA,2018-11-06,Seating 13-50 - Risk Category III,240 2ND AVE S #102,SEATTLE,98104,(206) 861-2912,-122.33130851,47.60022288,RPM PIZZA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0084213,DA2OPVNEZ,,1.0
CAFE LAGO INC,CAFE LAGO,2018-11-06,Seating 51-150 - Risk Category III,2305 24TH AVE E ,Seattle,98112,(206) 329-8005,-122.3022641984,47.6397348814,CAFE LAGO INC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0023890,DAY0IJTY6,,2.0
COTERIE WORKLOUNGE,COTERIE WORKLOUNGE,2018-11-07,Seating 51-150 - Risk Category III,1414 4TH AVE,SEATTLE,98101,(206) 419-5114,-122.33604929,47.60983571,COTERIE WORKLOUNGE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085068,DAB3G0GVY,,1.0
"OUTWEST BAR, LLC","OUTWEST BAR, LLC",2018-11-08,Seating 51-150 - Risk Category III,5401 CALIFORNIA AVE SW,SEATTLE,98136,(206) 818-1669,-122.38728752,47.55378319,"OUTWEST BAR, LLC",Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,3700 - In-use utensils properly stored,3,PR0081512,DAASEMHG7,IVIHCTBJM,1.0
"LUSO FOOD AND WINE, LLC","LUSO FOOD AND WINE, LLC",2018-11-08,Seating 13-50 - Risk Category III,8218 GREENWOOD AVE N,SEATTLE,98103,(206) 767-1014,-122.35489579999998,47.6888839,"LUSO FOOD AND WINE, LLC",Consultation/Education - Field,0.0,Complete,False,,,0,PR0085687,DA3PKFUVX,,1.0
ARAYA'S PLACE,ARAYA'S PLACE,2018-11-09,Seating 13-50 - Risk Category III,2808 E MADISON ST ,SEATTLE,98112,(206) 723-4545,-122.29604535629998,47.6238184337,ARAYA'S PLACE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0011620,DA0JTQS0T,,1.0
STARBUCKS COFFEE #3238,STARBUCKS COFFEE #3238,2018-11-09,Seating 13-50 - Risk Category II,121 LAKESIDE AVE,Seattle,98122,,-122.285437698,47.602382917,STARBUCKS COFFEE #3238,Consultation/Education - Field,0.0,Complete,False,,,0,PR0052233,DAYA8Z1ML,,1.0
"NORTHWEST EVENTS & PARTIES, INC","NORTHWEST EVENTS & PARTIES, INC",2018-11-09,Seating 151-250 - Risk Category III,5300 34TH AVE NW ,Seattle,98107,(206) 527-7918,-122.4001626299,47.6671106091,"NORTHWEST EVENTS & PARTIES, INC",Consultation/Education - Field,0.0,Unsatisfactory,True,,,0,PR0001449,DAR2PLZDZ,,1.0
VOILA!,VOILA!,2018-11-09,Seating 13-50 - Risk Category III,2805 E MADISON ST ,Seattle,98112,(206) 709-8324,-122.29585650780001,47.623508960200006,VOILA!,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002820,DAAH60F9N,,2.0
BOEING 3-800 CAFE,BOEING 3-800 CAFE,2018-11-13,Seating > 250 - Risk Category III,7500 E MARGINAL WAY S,SEATTLE,98108,(425) 237-4222,-122.31366499999999,47.536582,BOEING 3-800 CAFE,Consultation/Education - Field,0.0,Complete,False,,,0,PR0086516,DA2834977,,1.0
BOEING CO,BOEING/09-101(FLY AWAY CAFE),2018-11-13,Seating > 250 - Risk Category III,9725 E MARGINAL WAY S ,SEATTLE,98108,(206) 393-8404,-122.301997,47.514635999999996,BOEING CO,Consultation/Education - Field,0.0,Complete,False,,,0,PR0083239,DA2834978,,1.0
BOEING/ EUREST  14-01 BLDG.,BOEING/ EUREST  14-01 BLDG.,2018-11-13,Seating 0-12 - Risk Category III,8621 EAST MARGINAL WAY S,TUKWILA,98108,(253) 657-0868,-122.306436824,47.5265154267,BOEING/ EUREST  14-01 BLDG.,Consultation/Education - Field,0.0,Complete,False,,,0,PR0081416,DA2830730,,1.0
BOEING CO,BOEING CO DC CAFETERIA,2018-11-13,Seating 51-150 - Risk Category III,9725 E MARGINAL WAY S,TUKWILA,98108,(425) 237-4458,-122.301951,47.514663,BOEING CO,Consultation/Education - Field,0.0,Complete,False,,,0,PR0084304,DA2830737,,1.0
BOEING CO -,BOEING CO.-SOUTH PARK DINER,2018-11-13,Seating 151-250 - Risk Category III,15-35.2 BLDG ,SEATTLE,98108,(206) 393-8404,-122.31105900000001,47.523703999999995,BOEING CO -,Consultation/Education - Field,0.0,Complete,False,,,0,PR0023465,DA2834975,,1.0
LONGACRE CAFE @ BOEING,LONGACRE CAFE @ BOEING,2018-11-13,Seating > 250 - Risk Category III,1301 SW 16TH ST,Seattle,98134,(206) 393-8404,-122.2346416234,47.464877071800004,LONGACRE CAFE @ BOEING,Consultation/Education - Field,0.0,Complete,False,,,0,PR0040240,DA2830740,,1.0
